_id,actual_price,average_rating,brand,category,crawled_at,description,discount,images,out_of_stock,pid,product_details,seller,selling_price,sub_category,title,url
97241a4b-07ff-5fdf-95de-ac4ef1112387,"2,499",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:12","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",60% off,"['https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/2/d/e/m-1003-blue-m-atm-original-imafwr9vapt5ptbe.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/0/l/h/m-1003-blue-m-atm-original-imafwr9venczzuch.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/j/d/1/m-1003-blue-m-atm-original-imafwr9vhy3pbzfh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/w/f/z/m-1003-blue-m-atm-original-imafwr9vhphgdnk2.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/j/k/u/m-1003-blue-m-atm-original-imafwr9vkas4q3yb.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/z/p/a/m-1003-blue-m-atm-original-imafwr9vapppg6ga.jpeg?q=70']",FALSE,SHTFWR9VXEZMYGPG,"[{'Pack of': '1'}, {'Style Code': '1003 BLUE_XL'}, {'Fit': 'Regular'}, {'Fabric': 'Pure Cotton'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'Yes'}, {'Color': 'Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}]",ARYACITION,999,Topwear,Men Regular Fit Solid Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-blue-shirt/p/itm95e4e78f1ec50?pid=SHTFWR9VXEZMYGPG&lid=LSTSHTFWR9VXEZMYGPGQDCD3T&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=ca9986f0-ce96-424c-a712-8364f722f499.SHTFWR9VXEZMYGPG.SEARCH&ssid=m4am6k5qyo0000001612096274880
abeaed53-18c1-556d-9f36-b1806153fb4a,"2,499",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:13","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",60% off,"['https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/n/g/o/xl-1001-red-xl-atm-original-imafwr9vzwxk2sec.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/e/t/7/xl-1001-red-xl-atm-original-imafwr9v6pfbpny3.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/9/a/m/xl-1001-red-xl-atm-original-imafwr9vdftg7n9t.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/t/9/e/xl-1001-red-xl-atm-original-imafwr9vnpfpn4tv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/1/l/q/xl-1001-red-xl-atm-original-imafwr9v5cbjr4zj.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/h/v/u/xl-1001-red-xl-atm-original-imafwr9v4mqkfjrt.jpeg?q=70']",FALSE,SHTFWR9X6EG26YDH,"[{'Pack of': '1'}, {'Style Code': '1001 RED_M'}, {'Fit': 'Regular'}, {'Fabric': 'Pure Cotton'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'Yes'}, {'Color': 'Red'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}]",ARYACITION,999,Topwear,Men Regular Fit Solid Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-red-shirt/p/itm5a5047b0b8d99?pid=SHTFWR9X6EG26YDH&lid=LSTSHTFWR9X6EG26YDHSZXMWI&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=ca9986f0-ce96-424c-a712-8364f722f499.SHTFWR9X6EG26YDH.SEARCH&ssid=m4am6k5qyo0000001612096274880
b0e06650-250a-521b-8077-6ecca36cafb4,"2,499",,A,Clothing and Accessories,"02/11/2021, 00:34:13","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",64% off,"['https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/f/a/r/m-1004-yellow-m-atm-original-imafwr9vzuxynazj.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/l/v/b/m-1004-yellow-m-atm-original-imafwr9vcfph8bgb.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/o/k/2/m-1004-yellow-m-atm-original-imafwr9vggyzz3gz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/b/t/f/m-1004-yellow-m-atm-original-imafwr9vtzymw9yr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/t/a/p/m-1004-yellow-m-atm-original-imafwr9vyygdpnhy.jpeg?q=70']",TRUE,SHTFWSD3JFZQRGE5,"[{'Pack of': '1'}, {'Style Code': '1004'}, {'Fit': 'Regular'}, {'Fabric': 'Pure Cotton'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'Yes'}, {'Color': 'Orange'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}]",,899,Topwear,Men Regular Fit Solid Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-orange-shirt/p/itm6e53a7bf9fe43?pid=SHTFWSD3JFZQRGE5&lid=LSTSHTFWSD3JFZQRGE5ZDOYVP&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=ca9986f0-ce96-424c-a712-8364f722f499.SHTFWSD3JFZQRGE5.SEARCH&ssid=m4am6k5qyo0000001612096274880
4c09bef8-fb34-5b2d-be8d-add2ac39b746,"2,999",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:14","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",66% off,"['https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/4/g/p/xl-m21-3029-ltt-blue-forever-young-original-imafzh388ag5v94g.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/4/g/p/m-m21-3029-ltt-blue-forever-young-original-imafnytaeyafunny.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/4/g/p/xxl-m21-3029-ltt-blue-forever-young-original-imafnytaqyazxtzv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/4/g/p/xxl-m21-3029-ltt-blue-forever-young-original-imafnytazhcftxsx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/4/g/p/m-m21-3029-ltt-blue-forever-young-original-imafnytaa65musfq.jpeg?q=70']",FALSE,SHTFW5F2RMSUZBYY,"[{'Pack of': '1'}, {'Style Code': '3029_XL'}, {'Closure': 'Button'}, {'Fit': 'Regular'}, {'Fabric': 'Denim'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'No'}, {'Collar': 'Spread'}, {'Color': 'Light Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}, {'Hem': 'Curved'}]",ARYACITION,999,Topwear,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-light-blue-shirt/p/itma85137f39932d?pid=SHTFW5F2RMSUZBYY&lid=LSTSHTFW5F2RMSUZBYYRJTMH3&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=ca9986f0-ce96-424c-a712-8364f722f499.SHTFW5F2RMSUZBYY.SEARCH&ssid=m4am6k5qyo0000001612096274880
fcab2aed-3e77-5fa9-a373-218d99ec53e0,"2,999",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:15","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",66% off,"['https://rukminim1.flixcart.com/image/128/128/kfr5le80-0/shirt/t/j/i/l-3053-l-atm-original-imafw5yqg9qwemqf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/c/j/r/l-m24-3053-blue-forever-young-original-imafnxskgc8svs4p.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/c/j/r/l-m24-3053-blue-forever-young-original-imafnxsk5jzbdazh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/c/j/r/xxl-m24-3053-blue-forever-young-original-imafnxsktujvkhxh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/c/j/r/l-m24-3053-blue-forever-young-original-imafnxskpjencmx7.jpeg?q=70']",FALSE,SHTFW5YQCHKSFFMH,"[{'Pack of': '1'}, {'Style Code': '3053_S'}, {'Closure': 'Button'}, {'Fit': 'Regular'}, {'Fabric': 'Denim'}, {'Sleeve': 'Half Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'No'}, {'Collar': 'Spread'}, {'Color': 'Dark Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}, {'Hem': 'Curved'}]",ARYACITION,999,Topwear,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-dark-blue-shirt/p/itmddcd81236feef?pid=SHTFW5YQCHKSFFMH&lid=LSTSHTFW5YQCHKSFFMHYQ0VRU&marketplace=FLIPKART&srno=b_1_40&otracker=browse&fm=organic&iid=ca9986f0-ce96-424c-a712-8364f722f499.SHTFW5YQCHKSFFMH.SEARCH&ssid=m4am6k5qyo0000001612096274880
648c0004-7bd2-5c2b-a4b2-e86f751cfc59,"2,499",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:16","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",64% off,"['https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/n/g/o/xl-1001-red-xl-atm-original-imafwr9vzwxk2sec.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/e/t/7/xl-1001-red-xl-atm-original-imafwr9v6pfbpny3.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/9/a/m/xl-1001-red-xl-atm-original-imafwr9vdftg7n9t.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/t/9/e/xl-1001-red-xl-atm-original-imafwr9vnpfpn4tv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/1/l/q/xl-1001-red-xl-atm-original-imafwr9v5cbjr4zj.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kgjqefk0-0/shirt/h/v/u/xl-1001-red-xl-atm-original-imafwr9v4mqkfjrt.jpeg?q=70']",FALSE,SHTFWR9XZKZFT3HZ,"[{'Pack of': '1'}, {'Style Code': '1001 RED_L'}, {'Fit': 'Regular'}, {'Fabric': 'Pure Cotton'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'Yes'}, {'Color': 'Red'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}]",ARYACITION,891,Topwear,Men Regular Fit Solid Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-red-shirt/p/itmbde7ebcc21ff3?pid=SHTFWR9XZKZFT3HZ&lid=LSTSHTFWR9XZKZFT3HZMRVHCN&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=ea14bd92-4b63-4f4b-bff5-93ad099517c6.SHTFWR9XZKZFT3HZ.SEARCH&ssid=zgdmhk02740000001612096275623
691a16e8-87b0-5766-b68a-53b4ef2bba64,"2,999",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:16","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",66% off,"['https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/xl-m18-3026-ltt-blue-forever-young-original-imafzhb5pmjr9dex.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/m-m18-3026-ltt-blue-forever-young-original-imafnysyx8p2kz5w.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/s-m18-3026-ltt-blue-forever-young-original-imafnysy3fmkhyk9.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/xxl-m18-3026-ltt-blue-forever-young-original-imafnysyb9bqtgym.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k58hwnk0/shirt/c/a/n/xxl-3026-grand-stitch-original-imafnysytamkm2r9.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/l-m18-3026-ltt-blue-forever-young-original-imafzhb55zehzvur.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/y/n/3/m-m18-3026-ltt-blue-forever-young-original-imafzhb5zg7rqwpu.jpeg?q=70']",FALSE,SHTFW5YQHKJHXKCG,"[{'Pack of': '1'}, {'Style Code': '3026_XXL'}, {'Closure': 'Button'}, {'Fit': 'Regular'}, {'Fabric': 'Denim'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Washed'}, {'Reversible': 'No'}, {'Collar': 'Spread'}, {'Color': 'Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}, {'Hem': 'Curved'}]",ARYACITION,999,Topwear,Men Regular Fit Washed Spread Collar Casual Shirt,https://www.flipkart.com/atm-men-washed-casual-blue-shirt/p/itmd981121e7d1b9?pid=SHTFW5YQHKJHXKCG&lid=LSTSHTFW5YQHKJHXKCGW0ZLKL&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=ea14bd92-4b63-4f4b-bff5-93ad099517c6.SHTFW5YQHKJHXKCG.SEARCH&ssid=zgdmhk02740000001612096275623
c23401c7-10f0-5a6e-a486-18b0c5c8351e,"2,999",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:21","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",66% off,"['https://rukminim1.flixcart.com/image/128/128/kfr5le80-0/shirt/k/z/8/xl-3049-xl-atm-original-imafw5yq7auhfeyr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/t/u/h/l-m22-3049-sky-blue-forever-young-original-imafnxskgcaagywk.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/t/u/h/m-m22-3049-sky-blue-forever-young-original-imafnxskmu8mp8kk.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/t/u/h/s-m22-3049-sky-blue-forever-young-original-imafnxsk4gqetbxy.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k62i5jk0/shirt/t/u/h/xl-m22-3049-sky-blue-forever-young-original-imafnxskjvkduvzu.jpeg?q=70']",FALSE,SHTFW5YQBHTHZYYF,"[{'Pack of': '1'}, {'Style Code': '3049_S'}, {'Closure': 'Button'}, {'Fit': 'Regular'}, {'Fabric': 'Denim'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Washed'}, {'Reversible': 'No'}, {'Collar': 'Spread'}, {'Color': 'Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}, {'Hem': 'Curved'}]",ARYACITION,999,Topwear,Men Regular Fit Washed Spread Collar Casual Shirt,https://www.flipkart.com/atm-men-washed-casual-blue-shirt/p/itm197eacf154dbc?pid=SHTFW5YQBHTHZYYF&lid=LSTSHTFW5YQBHTHZYYFETXSY9&marketplace=FLIPKART&srno=b_2_51&otracker=browse&fm=organic&iid=ea14bd92-4b63-4f4b-bff5-93ad099517c6.SHTFW5YQBHTHZYYF.SEARCH&ssid=zgdmhk02740000001612096275623
e8b6119e-0b3a-5d60-96bc-d73743fa72f4,"2,999",2.8,A,Clothing and Accessories,"02/11/2021, 00:34:23","ATM SHIRTS offers quality casual wear in the widest variety which makes it easy to choose, at prices that are easy to reach and excellent service support which makes shopping easy to enjoy. ATM SHIRTS products are made of premium fabrics to ensure the best quality and great comfort. ATM SHIRTS deals in Men's Printed T-Shirts, Full Sleeve T-shirts, Polo T-Shirts, shirts for Mens, Shirts and Jeans and we will be adding more products to keep you updated with trends. ATM SHIRTS keeps inventing to help you keep inventing exciting new experiences in your life!",66% off,"['https://rukminim1.flixcart.com/image/128/128/kfr5le80-0/shirt/g/9/r/s-3030-s-atm-original-imafw5yqk6nkfjzx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/p/q/u/xxl-m20-3021-dk-blue-forever-young-original-imafnryauqwgtrcd.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/d/j/r/s-m21-3030-dk-blue-forever-young-original-imafnytauztcghbh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/d/j/r/xl-m21-3030-dk-blue-forever-young-original-imafnytaw6x6dq47.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k612pow0/shirt/d/j/r/xl-m21-3030-dk-blue-forever-young-original-imafnytagg78aagj.jpeg?q=70']",FALSE,SHTFW5F22V4STJVN,"[{'Pack of': '1'}, {'Style Code': '3030_L'}, {'Closure': 'Button'}, {'Fit': 'Regular'}, {'Fabric': 'Denim'}, {'Sleeve': 'Full Sleeve'}, {'Pattern': 'Solid'}, {'Reversible': 'No'}, {'Collar': 'Slim'}, {'Color': 'Blue'}, {'Fabric Care': 'Gentle Machine Wash'}, {'Suitable For': 'Western Wear'}, {'Hem': 'Curved'}]",ARYACITION,999,Topwear,Men Regular Fit Solid Slim Collar Casual Shirt,https://www.flipkart.com/atm-men-solid-casual-blue-shirt/p/itme7bde20ac17ca?pid=SHTFW5F22V4STJVN&lid=LSTSHTFW5F22V4STJVNFQZIYT&marketplace=FLIPKART&srno=b_2_56&otracker=browse&fm=organic&iid=ea14bd92-4b63-4f4b-bff5-93ad099517c6.SHTFW5F22V4STJVN.SEARCH&ssid=zgdmhk02740000001612096275623
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
